,GENDER,EDUCATION,MARITAL STATUS,UNION MEMBERSHIP OF RESPONDENT,UNION MEMBERSHIP OF OTHERS IN HOUSEHOLD,CURRENT EMPLOYMENT STATUS,RELIGIOUS SERVICES ATTENDANCE,age,voted
7033,1,4,1,2,2,1,3,61,1
7034,1,7,1,2,2,1,2,51,0
7035,1,7,1,2,2,7,2,66,1
7036,2,4,1,2,2,5,4,40,1
7037,1,3,1,2,2,5,4,64,1
7038,2,4,1,2,2,1,4,39,1
7039,2,3,2,2,2,7,4,71,1
7040,1,3,1,2,2,1,4,63,1
7041,2,3,2,2,2,7,5,66,1
7042,1,4,4,2,2,1,2,27,0
7043,2,3,1,2,2,1,4,57,1
7044,1,3,3,2,2,8,1,50,1
7045,2,5,1,2,1,1,3,41,0
7046,1,3,2,2,2,2,3,68,1
7047,1,7,1,2,2,1,3,37,1
7048,1,7,1,2,2,8,5,53,1
7049,2,7,1,2,2,1,3,39,1
7050,2,4,1,2,2,1,3,43,1
7051,1,3,2,2,2,10,2,58,1
7052,1,4,1,2,2,7,3,71,1
7053,1,7,4,2,2,1,3,34,0
7054,1,8,4,2,2,1,3,33,1
7055,1,4,1,2,2,1,5,69,1
7056,1,4,1,2,2,1,3,49,1
7057,1,4,1,2,2,1,3,51,1
7058,1,4,1,2,2,1,3,55,0
7059,2,3,2,2,2,7,6,66,0
7060,1,4,1,2,2,1,3,70,1
7061,1,3,1,2,2,7,3,72,1
7062,2,3,1,2,2,7,5,71,0
7063,1,3,1,2,2,10,1,57,1
7064,1,3,1,2,2,1,1,39,0
7065,1,3,1,2,2,1,2,51,1
7066,2,3,1,2,2,10,3,62,0
7067,2,3,1,2,2,1,4,40,1
7068,1,2,1,2,2,7,3,76,1
7069,2,3,1,2,2,8,6,55,0
7070,1,3,1,2,2,10,3,55,1
7071,2,1,2,2,2,7,5,85,1
7072,2,7,1,2,2,1,3,37,1
7073,2,7,1,2,2,2,1,44,1
7074,1,3,1,2,2,7,2,71,1
7075,1,3,1,2,1,8,4,59,1
7076,2,4,2,2,2,1,3,58,1
7077,1,3,1,2,2,10,3,53,1
7078,2,3,1,2,2,1,3,45,1
7079,2,4,1,2,2,1,2,66,1
7080,1,4,1,2,2,1,1,69,1
7081,1,4,4,2,2,6,4,31,0
7082,2,4,1,2,2,1,1,36,0
7083,1,4,1,2,2,1,2,41,0
7084,2,4,1,1,2,1,2,38,0
7085,2,4,1,1,1,1,4,31,0
7086,1,2,1,1,1,1,3,34,0
7087,1,3,2,2,2,7,1,58,0
7088,1,4,4,2,2,1,1,33,0
7089,2,7,1,2,2,1,4,44,1
7090,2,2,1,2,2,7,6,72,1
7091,2,4,1,2,2,1,6,63,1
7092,1,4,1,2,2,1,6,56,1
7093,1,4,1,2,2,1,6,52,1
7094,1,3,1,2,2,7,4,69,1
7095,1,3,1,2,2,7,3,60,1
7096,2,4,1,2,2,8,4,54,1
7097,2,3,1,2,2,8,4,67,1
7098,2,8,1,2,2,1,6,36,1
7099,2,7,1,2,2,1,6,35,1
7100,1,4,1,2,2,7,3,71,1
7101,1,4,1,2,2,1,5,63,1
7102,1,4,4,2,2,1,4,33,1
7103,2,4,1,2,2,1,4,56,1
7104,1,4,1,2,2,1,2,46,1
7105,1,4,1,2,2,1,3,46,1
7106,1,3,4,2,2,10,2,33,1
7107,1,7,4,2,2,1,1,35,1
7108,1,3,1,2,2,1,3,68,1
7109,2,3,2,2,2,7,5,77,1
7110,1,3,1,1,2,1,2,61,1
7111,2,4,1,2,2,1,1,46,1
7112,1,5,1,2,2,1,3,51,1
7113,2,4,3,2,2,1,3,56,1
7114,1,7,1,2,2,7,5,64,1
7115,2,7,4,2,2,10,1,41,0
7116,2,4,3,2,2,7,3,71,1
7117,1,5,4,2,2,1,1,62,1
7118,2,7,1,2,2,1,1,48,1
7119,1,7,4,2,2,1,1,36,0
7120,1,4,1,2,2,1,2,59,1
7121,2,7,1,2,2,1,3,50,1
7122,1,3,2,2,2,7,1,59,1
7123,1,6,1,2,2,2,2,60,0
7124,2,4,1,2,2,1,4,60,1
7125,1,4,1,2,2,1,3,39,1
7126,2,3,1,2,2,7,6,75,1
7127,1,4,4,2,2,8,2,52,1
7128,2,3,1,2,2,1,3,41,1
7129,2,3,3,2,2,2,3,34,0
7130,2,3,1,2,2,8,5,28,0
7131,1,3,1,2,2,5,6,60,1
7132,1,4,1,2,2,7,6,78,1
7133,1,3,1,2,2,10,3,33,0
7134,2,3,1,2,2,1,5,49,1
7135,2,2,2,2,2,8,6,73,1
7136,1,3,1,2,2,1,3,41,1
7137,2,4,4,2,2,1,3,30,1
7138,1,3,1,2,2,7,3,70,1
7139,1,3,1,2,2,10,3,57,1
7140,2,3,1,2,2,8,4,33,0
7141,2,3,1,2,2,7,6,74,1
7142,1,3,3,2,2,8,4,65,1
7143,2,4,2,2,2,7,6,67,1
7144,1,3,1,2,2,1,3,58,1
7145,1,4,4,2,2,8,3,29,0
7146,1,3,2,2,2,1,2,30,1
7147,2,3,1,2,2,7,6,71,1
7148,2,2,2,2,2,7,5,84,1
7149,1,4,1,2,2,1,3,44,1
7150,1,3,1,2,2,7,4,71,1
7151,2,3,1,2,2,8,3,68,1
7152,2,8,1,1,1,1,4,51,1
7153,1,4,4,2,2,1,3,35,1
7154,1,3,1,2,2,1,3,40,1
7155,1,3,1,2,2,4,5,37,1
7156,1,7,1,2,2,7,6,68,1
7157,1,7,1,2,2,1,1,41,0
7158,1,3,1,2,2,8,4,60,0
7159,2,2,3,2,2,8,1,51,1
7160,2,3,1,2,2,8,4,59,1
7161,1,4,3,2,2,8,3,66,1
7162,1,5,1,1,2,1,3,59,1
7163,2,3,1,2,2,1,3,45,1
7164,1,3,4,2,2,6,1,26,0
7165,1,5,4,2,2,1,3,34,1
7166,2,3,1,2,2,8,4,63,1
7167,2,6,1,2,1,1,3,42,1
7168,2,3,1,2,2,7,5,73,1
7169,2,7,1,2,1,1,2,46,0
7170,2,4,1,2,1,1,4,54,1
7171,1,3,2,2,2,7,3,81,0
7172,2,7,1,2,2,1,3,41,0
7173,2,3,3,2,2,7,4,79,0
7174,2,4,1,2,2,8,5,30,1
7175,2,5,2,2,2,1,3,57,1
7176,2,7,1,2,2,1,3,40,0
7177,2,4,1,2,2,1,2,63,1
7178,2,4,4,2,2,1,3,60,0
7179,1,3,1,2,2,7,3,72,1
7180,1,4,4,2,2,6,2,27,0
7181,2,5,1,2,2,1,6,56,1
7182,1,3,4,2,2,1,2,31,0
7183,2,7,4,2,2,1,3,31,0
7184,2,4,4,2,2,8,3,26,0
7185,2,3,2,2,2,7,4,75,1
7186,1,5,1,2,2,7,2,76,1
7187,1,5,1,1,1,1,1,59,1
7188,1,7,1,2,2,1,3,55,1
7189,1,3,1,2,2,7,5,70,1
7190,2,7,1,2,2,1,5,56,1
7191,2,4,1,2,2,5,3,60,1
7192,1,3,3,1,1,7,4,60,1
7193,2,3,1,2,2,1,5,35,1
7194,2,2,2,2,2,7,4,89,1
7195,1,3,1,2,2,1,2,55,0
7196,1,7,1,2,2,1,3,41,1
7197,1,3,4,2,2,8,6,46,0
7198,2,7,1,1,2,1,3,50,1
7199,1,7,1,2,2,1,2,41,0
7200,2,5,4,2,2,8,3,32,1
7201,2,4,1,2,2,1,4,63,0
7202,2,4,1,2,2,1,3,49,1
7203,2,3,1,2,2,1,2,43,1
7204,1,4,1,2,2,7,4,69,1
7205,2,4,2,2,2,7,6,75,1
7206,1,7,1,2,2,7,4,72,1
7207,1,4,1,2,2,1,1,57,1
7208,1,3,1,2,2,7,3,75,1
7209,1,7,1,2,2,7,3,70,1
7210,2,2,1,2,2,7,3,77,1
7211,1,7,1,1,2,1,2,44,1
7212,2,3,2,2,2,7,5,81,0
7213,1,3,2,2,2,7,6,70,1
7214,2,7,1,2,2,1,4,42,1
7215,1,3,4,2,2,1,4,45,0
7216,1,4,1,2,2,10,4,35,0
7217,2,4,1,2,2,1,5,63,1
7218,1,4,1,1,2,1,1,65,1
7219,1,5,1,2,2,1,2,41,0
7220,2,7,4,2,2,1,3,30,1
7221,2,5,1,2,2,1,2,66,1
7222,2,5,4,2,2,7,3,71,1
7223,2,7,1,2,2,1,3,62,1
7224,2,2,2,2,2,7,5,83,0
7225,2,3,1,2,2,8,4,38,0
7226,1,3,1,2,2,1,3,52,0
7227,1,3,3,2,2,7,2,73,0
7228,1,3,1,2,2,7,2,69,1
7229,1,5,1,2,2,1,3,52,1
7230,1,7,1,2,2,7,4,77,0
7231,2,5,1,2,2,7,4,71,1
7232,2,3,1,2,2,8,5,73,0
7233,1,3,1,1,2,1,3,53,0
7234,1,3,1,2,2,8,3,77,1
7235,1,3,1,2,2,7,4,73,1
7236,2,4,1,2,2,1,4,38,1
7237,2,4,1,2,2,5,6,49,1
7238,2,3,1,2,2,7,6,74,0
7239,1,5,1,2,2,10,6,57,1
7240,2,2,1,2,2,7,6,67,1
7241,2,7,1,1,2,10,3,40,1
7242,1,3,1,2,2,5,2,62,1
7243,2,3,1,2,2,1,4,54,1
7244,1,4,3,2,2,1,3,53,0
7245,2,4,2,2,2,7,2,71,1
7246,2,2,1,2,2,7,6,76,1
7247,2,4,1,2,2,1,6,54,1
7248,2,4,1,2,2,8,6,47,1
7249,2,5,1,2,2,8,6,44,1
7250,2,7,1,2,2,1,4,48,1
7251,2,8,4,2,2,1,1,35,1
7252,1,7,1,2,2,7,3,64,1
7253,2,2,2,2,2,7,3,100,1
7254,2,5,3,2,2,7,3,80,1
7255,1,4,1,2,2,10,2,32,1
7256,1,4,1,2,2,1,3,49,1
7257,1,3,1,2,2,4,4,56,1
7258,1,7,4,2,2,1,2,36,1
7259,1,2,3,2,2,7,1,89,1
7260,2,4,2,2,2,2,6,81,1
7261,2,4,3,2,2,9,1,63,0
7262,1,4,3,2,2,1,1,44,1
7263,1,2,4,2,2,7,1,89,1
7264,2,3,4,2,2,1,5,59,1
7265,2,3,2,2,2,9,4,79,1
7266,2,7,4,2,2,1,5,31,1
7267,1,9,1,2,2,1,6,58,1
7268,1,8,1,1,1,1,1,56,0
7269,2,4,1,2,2,7,6,73,1
7270,2,4,1,2,2,9,3,65,0
7271,2,7,1,1,2,1,3,68,1
7272,1,8,1,2,2,1,1,70,1
7273,1,8,1,2,2,1,6,60,1
7274,2,4,4,2,2,7,3,70,1
7275,2,3,3,2,2,5,3,43,0
7276,2,3,3,2,2,9,1,57,0
7277,1,4,4,2,2,1,1,34,1
7278,2,4,3,2,2,9,5,43,0
7279,1,4,3,2,2,1,6,38,1
7280,1,1,1,2,2,3,6,87,1
7281,1,4,1,2,2,1,6,63,1
7282,2,4,2,2,2,3,4,92,1
7283,1,3,1,2,2,1,1,66,1
7284,1,4,1,2,2,1,1,62,1
7285,2,7,3,2,2,1,4,61,1
7286,2,4,1,1,1,1,4,45,0
7287,2,4,1,2,1,7,1,83,1
7288,1,4,1,1,2,11,5,64,1
7289,2,6,4,2,2,5,1,55,1
7290,2,6,1,2,2,1,1,39,0
7291,2,3,4,2,2,6,4,27,0
7292,2,4,1,2,2,1,1,48,1
7293,2,6,4,2,2,3,4,30,0
7294,2,7,1,2,2,1,3,52,1
7295,2,7,1,2,2,8,6,60,1
7296,2,7,1,2,2,8,4,41,1
7297,2,7,3,2,2,11,6,74,1
7298,2,4,1,2,2,1,3,41,1
7299,2,7,1,2,2,2,6,58,1
7300,2,7,1,2,2,8,6,39,1
7301,1,7,3,2,2,5,1,71,1
7302,2,4,1,2,2,2,3,39,1
7303,2,4,1,2,2,7,3,70,1
7304,1,4,1,2,2,1,5,50,1
7305,1,6,3,2,2,1,5,52,0
7306,2,4,1,2,2,11,1,43,0
7307,2,4,1,2,2,8,1,39,1
7308,1,4,3,2,2,1,1,57,0
7309,1,3,4,2,2,1,4,43,0
7310,2,4,1,2,2,5,4,60,1
7311,2,4,1,2,2,1,3,60,0
7312,1,7,1,2,2,7,1,74,1
7313,1,8,1,2,2,7,1,87,1
7314,1,3,1,2,2,1,1,48,1
7315,1,2,1,1,1,7,1,81,1
7316,2,2,1,2,2,9,1,59,1
7317,2,7,3,2,2,5,6,58,1
7318,1,4,1,2,2,1,1,33,0
7319,2,4,4,2,2,2,1,28,0
7320,2,6,1,2,2,2,6,31,0
7321,1,4,4,2,2,6,1,28,0
7322,2,6,1,2,2,11,4,64,1
7323,1,4,3,2,2,5,3,39,0
7324,1,4,1,1,2,1,4,58,1
7325,1,4,1,2,2,2,1,32,1
7326,2,3,1,2,2,7,1,80,0
7327,2,4,1,2,2,1,5,52,1
7328,2,4,1,2,2,5,6,62,1
7329,2,4,1,2,1,2,3,38,0
7330,1,4,4,2,2,1,1,27,0
7331,1,7,3,2,2,1,1,66,1
7332,1,9,3,2,2,1,1,72,1
7333,2,4,4,2,2,2,4,32,0
7334,2,4,4,2,2,5,1,37,0
7335,1,4,4,2,2,1,1,35,0
7336,1,4,1,2,2,7,1,66,1
7337,1,4,1,2,2,1,1,65,1
7338,2,4,1,2,2,7,4,93,1
7339,1,3,1,2,2,1,4,44,0
7340,1,4,1,2,2,5,1,37,0
7341,2,4,1,2,2,3,6,57,0
7342,2,4,3,2,2,1,3,58,0
7343,2,7,1,2,2,1,5,52,1
7344,1,6,3,2,2,7,1,61,0
7345,2,4,2,2,2,2,4,79,1
7346,1,4,1,2,2,1,3,52,1
7347,2,7,1,2,2,8,6,59,1
7348,2,6,1,2,2,2,1,44,0
7349,1,4,4,2,2,1,3,38,1
7350,1,4,1,1,2,7,5,70,1
7351,1,6,3,2,2,2,1,65,1
7352,2,6,1,2,2,1,6,40,1
7353,1,7,3,1,2,1,3,58,1
7354,2,3,4,2,2,8,4,43,1
7355,2,4,4,2,2,1,3,51,1
7356,2,4,2,2,1,8,4,81,1
7357,2,7,1,2,2,1,4,43,1
7358,1,8,1,2,2,7,4,79,1
7359,2,7,1,2,2,1,4,42,1
7360,2,4,3,2,2,7,3,76,1
7361,1,4,3,2,2,1,1,59,0
7362,2,8,3,2,2,7,6,74,1
7363,1,6,1,2,2,7,5,87,1
7364,1,7,1,2,2,7,1,85,0
7365,1,4,1,2,2,7,4,71,1
7366,1,4,1,2,2,7,1,80,1
7367,2,4,2,2,2,1,6,61,1
7368,2,4,1,2,2,8,1,61,1
7369,1,4,4,2,2,1,5,33,1
7370,2,6,4,2,2,11,1,43,1
7371,1,8,1,2,2,7,6,88,1
7372,2,4,1,2,2,2,1,50,1
7373,2,7,3,2,2,1,3,56,1
7374,2,6,4,2,2,5,3,29,0
7375,2,7,1,2,2,1,3,50,1
7376,2,6,4,2,2,1,5,46,1
7377,2,4,2,2,2,7,5,93,1
7378,2,3,4,2,2,1,4,36,1
7379,2,4,3,2,2,1,5,51,1
7380,1,4,1,2,2,1,3,51,1
7381,1,4,1,2,2,1,1,42,1
7382,1,7,1,1,2,1,1,65,1
7383,1,4,1,2,2,1,1,44,1
7384,2,7,1,2,2,8,6,45,1
7385,1,6,2,2,2,1,4,50,1
7386,2,7,3,2,2,1,5,66,1
7387,1,4,1,2,2,1,5,62,1
7388,2,6,4,1,1,5,1,35,1
7389,2,6,4,2,2,5,6,41,1
7390,2,7,4,2,2,1,6,46,1
7391,1,1,1,1,2,1,1,54,1
7392,2,6,1,2,2,8,6,43,1
7393,2,7,1,2,2,2,5,42,1
7394,2,1,2,2,2,9,1,64,0
7395,1,4,4,2,2,9,3,71,1
7396,2,3,1,2,2,3,6,74,1
7397,2,4,4,2,2,9,4,63,1
7398,1,6,1,1,2,7,1,81,1
7399,2,3,1,2,2,1,1,51,0
7400,2,4,1,2,1,1,1,40,0
7401,2,4,3,2,2,2,6,81,1
7402,1,7,4,2,2,1,4,37,0
7403,2,2,3,2,2,9,4,56,0
7404,1,6,1,1,2,1,3,42,1
7405,2,7,1,2,2,8,6,78,1
7406,2,4,4,2,1,11,1,33,0
7407,1,7,1,2,1,1,1,47,0
7408,1,4,1,1,2,1,3,51,1
7409,1,3,4,2,2,5,1,29,0
7410,1,7,1,2,2,7,6,85,1
7411,2,7,2,2,2,7,4,82,1
7412,1,8,1,2,2,1,4,68,1
7413,2,4,1,2,2,8,6,66,1
7414,1,6,1,2,2,7,3,73,1
7415,1,4,4,2,2,1,1,32,1
7416,2,4,4,2,2,6,1,28,0
7417,2,7,1,2,2,1,5,60,1
7418,1,7,1,2,2,7,6,91,1
7419,1,7,1,2,2,1,3,68,1
7420,1,4,4,2,2,1,3,27,0
7421,2,4,1,2,2,1,1,60,1
7422,1,4,1,2,2,1,1,60,0
7423,1,7,3,2,2,9,5,64,1
7424,1,4,1,1,2,7,5,78,1
7425,1,7,1,1,2,1,1,62,1
7426,2,4,1,2,2,1,1,52,0
7427,2,4,1,2,2,8,1,72,1
7428,2,4,1,2,2,1,3,55,1
7429,2,7,3,2,2,1,3,42,1
7430,1,4,1,2,2,1,3,43,1
7431,1,4,1,2,2,9,1,65,0
7432,1,4,1,2,2,1,1,45,1
7433,2,2,3,2,2,9,4,35,1
7434,1,6,4,1,2,2,3,31,1
7435,1,9,1,2,2,1,1,62,1
7436,2,7,4,2,2,2,3,31,1
7437,2,4,3,2,2,9,4,60,1
7438,2,2,4,2,2,5,3,33,0
7439,2,4,4,2,2,1,1,31,0
7440,1,4,3,2,2,1,6,52,0
7441,2,4,4,2,2,1,1,32,1
7442,1,7,4,2,2,6,1,34,1
7443,1,4,4,2,2,6,1,30,0
7444,1,8,1,2,2,6,5,34,1
7445,1,8,4,2,2,3,1,41,1
7446,2,8,1,2,2,1,1,44,1
7447,1,7,4,2,2,2,1,40,1
7448,1,7,3,2,2,1,6,48,1
7449,2,3,1,2,1,3,1,56,0
7450,1,4,1,2,2,9,6,66,1
7451,2,6,3,2,2,1,4,62,1
7452,1,8,1,2,1,1,3,42,1
7453,1,8,4,2,2,7,4,79,1
7454,2,4,1,2,1,7,1,49,0
7455,2,4,1,2,2,5,1,61,1
7456,1,4,3,2,2,1,6,67,1
7457,2,4,1,2,2,8,1,68,0
7458,2,8,1,2,2,3,6,49,1
7459,2,4,1,2,2,1,4,61,0
7460,1,6,1,2,2,1,1,69,1
7461,2,4,2,2,2,8,4,98,0
7462,2,7,1,2,2,1,1,56,1
7463,1,7,1,2,2,1,1,51,1
7464,2,3,1,2,2,1,1,63,1
7465,1,7,4,2,2,1,1,51,1
7466,2,7,1,2,2,1,1,62,1
7467,1,4,3,2,2,5,1,57,0
7468,1,4,3,2,2,9,1,70,1
7469,1,4,4,2,2,9,1,74,1
7470,1,8,1,2,2,1,1,56,1
7471,1,9,1,2,2,1,1,60,0
7472,2,3,1,2,2,1,1,56,1
7473,1,7,3,2,2,2,5,71,1
7474,1,7,1,2,2,11,1,73,1
7475,2,6,1,2,2,1,1,65,0
7476,1,3,1,2,2,1,1,65,1
7477,1,2,1,2,2,1,1,71,1
7478,2,4,4,2,2,2,1,29,0
7479,1,4,1,1,2,1,1,50,1
7480,2,4,1,2,2,7,1,65,1
7481,2,4,1,2,2,1,1,44,0
7482,2,4,1,2,1,7,1,71,1
7483,2,8,1,2,2,3,1,77,1
7484,2,3,1,2,2,9,1,63,0
7485,1,6,4,2,2,1,3,50,1
7486,2,4,1,2,2,1,6,58,1
7487,2,7,1,2,2,8,6,50,1
7488,2,4,3,2,2,3,3,83,1
7489,1,7,1,2,2,1,1,84,1
7490,1,8,1,2,2,2,5,79,1
7491,2,7,2,2,2,7,4,94,1
7492,2,7,1,2,2,7,6,70,1
7493,2,7,2,2,2,7,1,92,1
7494,2,4,4,2,2,1,1,32,1
7495,2,6,3,2,2,1,1,54,0
7496,2,7,2,2,2,7,6,93,1
7497,1,3,4,2,2,1,3,28,0
7498,1,4,1,2,2,1,1,49,1
7499,1,4,4,2,2,2,1,31,1
7500,2,4,1,1,1,1,5,62,1
7501,2,3,1,2,2,1,1,66,1
7502,1,7,3,2,2,9,1,65,1
7503,1,6,3,2,2,1,3,56,0
7504,1,8,1,1,1,7,1,74,1
7505,1,4,1,2,2,7,1,81,1
7506,1,6,4,2,2,1,4,41,0
7507,2,7,1,2,2,1,4,44,1
7508,2,4,1,2,2,7,3,71,1
7509,1,7,1,2,2,2,6,72,1
7510,2,4,1,2,1,1,1,63,1
7511,1,4,1,2,2,1,3,62,1
7512,2,4,3,2,2,8,4,55,1
7513,2,4,1,1,2,1,1,66,1
7514,2,6,1,2,2,1,4,63,1
7515,1,8,1,2,2,9,1,71,1
7516,1,4,1,2,2,2,1,59,1
7517,2,6,1,2,2,8,4,47,1
7518,1,3,4,2,2,1,1,49,0
7519,2,3,4,2,2,2,1,41,0
7520,1,4,1,2,2,1,3,72,1
7521,2,4,4,2,1,9,4,50,1
7522,1,4,3,2,2,1,6,61,1
7523,2,4,3,2,2,1,3,70,1
7524,1,7,1,2,2,1,6,63,1
7525,1,3,1,2,2,7,4,74,1
7526,2,6,3,2,2,1,3,63,1
7527,2,4,1,2,2,6,1,40,1
7528,2,2,3,2,2,9,1,75,0
7529,2,6,3,2,2,1,6,70,1
7530,1,4,3,2,2,1,6,62,1
7531,2,4,1,2,2,7,6,61,1
7532,1,4,4,2,2,1,6,36,0
7533,1,6,1,1,2,7,6,77,1
7534,2,7,4,2,2,6,6,31,1
7535,1,4,1,2,2,1,4,39,1
7536,1,4,3,2,2,1,3,62,0
7537,2,4,4,2,1,3,5,32,0
7538,2,7,4,2,2,6,5,42,0
7539,2,4,3,2,2,9,4,68,0
7540,2,7,3,1,1,7,6,82,1
7541,2,8,4,2,2,7,1,99,1
7542,2,3,2,2,1,9,6,70,1
7543,2,6,1,2,2,8,3,50,1
7544,2,4,1,2,2,1,4,56,1
7545,1,6,1,2,2,9,1,50,0
7546,1,3,1,2,2,7,4,74,0
7547,1,4,1,2,1,1,4,51,1
7548,1,3,3,2,2,1,1,56,0
7549,1,4,1,2,2,1,1,51,0
7550,1,4,3,2,2,5,1,71,0
7551,2,3,3,2,2,5,3,64,0
7552,1,7,1,2,2,7,4,97,1
7553,2,4,1,2,2,2,6,70,1
7554,2,7,1,2,2,1,3,31,1
7555,1,4,4,2,2,5,4,28,0
7556,1,9,1,2,2,1,1,39,1
7557,1,7,1,2,2,1,1,51,1
7558,2,7,4,2,2,1,5,32,1
7559,2,8,3,2,2,1,3,74,1
7560,1,7,1,2,2,5,4,38,1
7561,1,8,1,2,2,5,5,66,1
7562,2,8,1,2,2,1,4,68,1
7563,2,8,1,2,2,1,3,63,1
7564,1,8,1,2,2,1,3,41,1
7565,2,4,1,2,1,7,6,77,1
7566,2,4,1,2,1,1,4,63,1
7567,2,4,2,2,2,3,3,79,1
7568,2,4,1,2,2,1,4,68,1
7569,2,4,1,1,2,1,4,46,1
7570,2,8,1,2,2,7,5,76,1
7571,2,7,3,2,2,1,5,65,1
7572,1,4,4,2,2,11,1,51,1
7573,2,4,4,2,2,1,1,45,1
7574,1,4,1,2,2,1,6,51,1
7575,2,4,1,2,2,5,4,59,0
7576,1,2,1,2,2,1,1,33,0
7577,2,6,1,2,2,8,6,53,1
7578,1,4,3,2,2,1,3,44,1
7579,2,2,1,2,2,9,1,62,1
7580,2,4,4,2,2,9,6,66,1
7581,1,3,4,2,2,9,1,68,1
7582,2,3,2,2,2,5,1,79,0
7583,2,6,3,2,2,9,3,57,1
7584,2,4,3,2,2,7,5,74,1
7585,2,7,4,2,2,1,1,53,1
7586,2,7,1,2,2,1,3,53,1
7587,1,4,4,2,2,7,1,84,0
7588,1,4,1,2,2,1,4,65,1
7589,2,4,4,2,1,2,5,34,0
7590,2,3,3,2,2,7,1,79,0
7591,2,2,1,2,2,7,1,74,1
7592,1,7,1,2,2,7,6,89,1
7593,1,4,3,1,2,1,6,50,1
7594,1,4,1,2,2,1,3,30,0
7595,1,4,1,2,2,1,5,48,1
7596,2,6,1,2,2,8,6,62,1
7597,1,9,1,1,2,1,1,62,1
7598,1,9,1,2,2,1,1,50,0
7599,2,9,1,2,2,7,5,76,1
7600,1,8,1,2,2,9,1,55,1
7601,1,7,2,1,2,7,1,73,1
7602,1,8,1,2,1,1,3,67,1
7603,2,8,3,2,2,1,4,51,1
7604,2,4,1,2,2,7,5,79,0
7605,1,4,1,1,2,1,5,58,1
7606,1,4,4,2,2,3,3,29,0
7607,2,4,1,1,2,2,3,49,0
7608,1,4,1,2,1,1,3,62,1
7609,2,8,3,2,2,2,5,80,1
7610,1,4,1,2,2,7,6,94,1
7611,2,7,2,2,2,7,5,88,1
7612,1,4,1,2,2,1,1,50,1
7613,2,4,1,2,2,7,5,79,1
7614,1,8,1,2,2,1,3,39,1
7615,1,3,1,1,1,9,5,70,0
7616,2,4,1,2,2,7,4,72,1
7617,2,3,2,2,2,7,1,80,0
7618,2,2,4,2,2,9,4,68,0
7619,1,3,3,2,2,7,4,83,0
7620,2,4,1,2,2,1,3,35,0
7621,2,4,4,2,2,5,1,49,1
7622,1,4,3,2,2,7,1,74,1
7623,2,4,1,2,2,8,6,31,0
7624,1,7,4,2,2,2,1,36,1
7625,2,4,1,2,2,7,3,74,1
7626,2,4,3,2,2,1,1,72,0
7627,1,8,1,2,2,1,1,74,1
7628,1,4,1,2,2,1,1,46,1
7629,1,4,2,2,2,2,3,84,1
7630,1,4,1,2,2,1,6,49,0
7631,2,7,4,2,2,2,1,36,0
7632,2,4,3,2,2,5,3,60,0
7633,1,4,3,1,2,7,6,65,1
7634,2,4,4,2,2,1,1,67,1
7635,2,4,1,2,2,2,1,34,1
7636,1,4,1,2,2,7,5,74,1
7637,1,4,1,2,2,9,5,72,1
7638,1,3,1,2,2,2,1,46,0
7639,1,4,3,1,2,9,1,66,0
7640,1,2,1,2,2,5,6,43,1
7641,2,4,4,2,2,1,1,45,0
7642,1,4,1,2,2,5,1,30,0
7643,2,4,2,2,2,9,6,77,1
7644,1,8,1,1,2,2,3,89,1
7645,1,4,1,2,2,9,6,64,1
7646,1,4,1,2,2,7,5,82,1
7647,2,3,3,2,2,9,6,80,0
7648,2,4,4,2,2,3,4,28,0
7649,2,4,1,2,2,2,1,37,0
7650,1,3,3,2,2,7,1,80,0
7651,2,2,2,2,2,9,1,99,0
7652,2,4,1,2,2,1,6,66,1
7653,1,7,3,2,2,1,4,49,1
7654,2,3,1,2,2,1,3,46,0
7655,2,6,1,2,2,9,6,72,1
7656,1,3,1,2,2,1,3,37,0
7657,1,3,1,2,2,7,3,78,1
7658,1,7,4,2,2,1,6,49,1
7659,2,6,1,2,2,5,5,32,0
7660,2,4,3,2,2,9,1,73,1
7661,1,4,1,2,2,1,6,71,1
7662,2,6,1,2,2,1,6,55,1
7663,1,4,4,2,2,1,3,31,1
7664,2,7,1,2,2,1,3,38,0
7665,1,4,1,2,2,2,3,49,0
7666,2,4,1,2,2,8,6,63,1
7667,1,7,1,2,2,1,1,63,1
7668,2,6,1,2,2,8,3,30,0
7669,1,7,1,2,1,5,6,66,1
7670,1,4,4,2,2,5,1,43,1
7671,2,4,1,2,2,7,5,85,1
7672,2,4,1,1,2,1,1,70,1
7673,2,4,4,2,2,1,4,44,1
7674,2,4,1,2,2,1,4,32,1
7675,2,6,1,2,2,1,6,65,1
7676,2,4,3,2,2,1,1,63,0
7677,1,7,4,2,2,1,3,34,1
7678,1,7,4,2,2,1,6,32,1
7679,2,4,3,2,2,9,4,75,1
7680,1,8,1,2,2,1,5,49,1
7681,2,4,4,2,2,1,1,30,0
7682,2,7,4,2,2,1,4,65,1
7683,2,6,4,2,2,6,3,33,1
7684,2,7,1,2,2,8,1,54,1
7685,2,4,1,2,2,8,3,38,1
7686,1,4,1,1,2,1,5,37,0
7687,2,4,4,2,2,1,6,74,1
7688,2,4,1,2,1,8,3,67,1
7689,1,4,1,2,2,1,6,60,0
7690,2,4,4,2,2,5,1,43,1
7691,2,6,1,2,2,1,1,39,0
7692,2,4,4,2,2,1,1,35,0
